Jobs_Name,Rating,Job_City,Company_Founded_Year,Type_Of_Ownership,Industry,Sector,Hourly_Salary,Employer_Provided_Salary,Salary_Lower,Salary_Upper,Salary_Avg,Company_Name,Job_State,Company_Age,Python,Spark,AWS,Excel,SQL,SAS,Keras,PyTorch,Scikit-learn,TensorFlow,Hadoop,Tableau,"Power BI",Flink,MongoDB,"Google Analytics",Job_Title_Sim,Seniority_Level,Employee_Degree,Company_id,Ownership_Category
"Data Analyst - Asset Management",4.3,"San Francisco",2013,"Company - Private","Real Estate","Real Estate",0,0,71000.00,136000.00,103500.00,"Maximus Real Estate Partners",California,8,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"Data Analyst","Not Specified","Not Specified",96,Corporate
"Data Scientist",2.8,Framingham,2006,"Company - Private","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals",0,0,88000.00,148000.00,118000.00,"Berg Health",Massachusetts,15,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"Data Scientist","Not Specified",PhD,97,Corporate
"Data Analyst",3.1,"San Mateo",1997,"Company - Public","Video Games",Media,0,0,65000.00,120000.00,92500.00,NCSOFT,California,24,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,"Data Analyst","Not Specified","Not Specified",98,Corporate
"Data Scientist / Machine Learning Expert",3.8,Cambridge,1996,"Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals",0,0,86000.00,143000.00,114500.00,Novartis,Massachusetts,25,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,"Data Scientist","Not Specified","Not Specified",99,Corporate
"Senior Research Scientist - Embedded System Development for DevOps",2.6,Pittsburgh,1984,"College / University","Colleges & Universities",Education,0,0,81000.00,167000.00,124000.00,"Software Engineering Institute",Pennsylvania,37,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Other Scientist",Senior,Masters,100,Education
"Data Scientist",4.7,Atlanta,2003,"Company - Private","Computer Hardware & Software","Information Technology",0,0,60000.00,99000.00,79500.00,"Oversight Systems",Georgia,18,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,"Data Scientist","Not Specified","Not Specified",101,Corporate
"Data Scientist",3.8,Sunnyvale,1996,"Company - Public","Telecommunications Services",Telecommunications,0,0,93000.00,149000.00,121000.00,"Juniper Networks",California,25,1,1,0,1,1,0,1,0,1,1,0,0,0,0,1,0,"Data Scientist","Not Specified",Masters,102,Corporate
"Data Scientist - Bioinformatics",3.8,Richland,1965,Government,Energy,"Oil, Gas, Energy & Utilities",0,0,49000.00,85000.00,67000.00,PNNL,Washington,56,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Data Scientist","Not Specified",PhD,103,Government
"Associate Data Scientist/Computer Scientist",3.2,McLean,1958,"Nonprofit Organization","Federal Agencies",Government,0,0,60000.00,103000.00,81500.00,MITRE,Virginia,63,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Data Scientist","Not Specified","Not Specified",104,Nonprofit
"Data Scientist - Research",3.1,Boston,1999,"Company - Public","Advertising & Marketing","Business Services",0,0,41000.00,72000.00,56500.00,"C Space",Massachusetts,22,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,"Data Scientist","Not Specified","Not Specified",105,Corporate
"Data Scientist",4.7,Ipswich,1974,"Company - Private","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals",0,0,85000.00,140000.00,112500.00,"New England Biolabs",Massachusetts,47,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Data Scientist","Not Specified","Not Specified",106,Corporate
"Data Engineer",3.9,Washington,2000,"Company - Private","IT Services","Information Technology",0,0,60000.00,114000.00,87000.00,AVANADE,"District of Columbia",21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Data Engineer","Not Specified",Masters,107,Corporate
"Web Data Analyst",4.2,"San Jose",2008,"Company - Private","IT Services","Information Technology",0,0,77000.00,135000.00,106000.00,"Clarity Insights",California,13,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,"Data Analyst","Not Specified","Not Specified",108,Corporate
"Data Scientist",3.2,Philadelphia,NULL,"Company - Private","Staffing & Outsourcing","Business Services",0,0,96000.00,161000.00,128500.00,"Numeric, LLC",Pennsylvania,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,"Data Scientist","Not Specified","Not Specified",109,Corporate
"Business Intelligence Analyst / Developer",4.3,Dayton,1981,"Company - Private",Trucking,"Transportation & Logistics",0,0,53000.00,105000.00,79000.00,"Dayton Freight Lines, Inc.",Ohio,40,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Data Analyst","Not Specified","Not Specified",110,Corporate
"R&D Data Analysis Scientist",4.0,Vancouver,1939,"Company - Public","Computer Hardware & Software","Information Technology",0,0,65000.00,130000.00,97500.00,"HP Inc.",Washington,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Other Scientist","Not Specified",Masters,111,Corporate
"Customer Data Scientist/Sales Engineer",4.3,Chicago,2011,"Company - Private","Enterprise Software & Network Solutions","Information Technology",0,0,71000.00,204000.00,137500.00,h2o.ai,Illinois,10,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,"Data Scientist","Not Specified",PhD,112,Corporate
"Data Scientist",3.5,Redlands,1969,"Company - Private","Computer Hardware & Software","Information Technology",0,0,82000.00,132000.00,107000.00,Esri,California,52,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,"Data Scientist","Not Specified",Masters,113,Corporate
"Data Analyst",2.8,Parlier,NULL,"Nonprofit Organization","Social Assistance",Non-Profit,0,0,33000.00,62000.00,47500.00,"Community Action Partnership of San Luis Obispo",California,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Data Analyst","Not Specified","Not Specified",114,Nonprofit
"Lead Data Scientist",3.8,Cincinnati,1987,"Company - Private","Advertising & Marketing","Business Services",0,0,75000.00,125000.00,100000.00,PatientPoint,Ohio,34,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,"Data Scientist",Senior,Masters,115,Corporate
"Data Scientist",4.7,Woburn,2010,"Company - Private","Aerospace & Defense","Aerospace & Defense",0,0,83000.00,137000.00,110000.00,"Systems & Technology Research",Massachusetts,11,1,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,"Data Scientist","Not Specified",PhD,116,Corporate
"Data Analyst",3.4,"San Francisco",2013,"Company - Private","Enterprise Software & Network Solutions","Information Technology",0,0,48000.00,90000.00,69000.00,TrueAccord,California,8,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,"Data Analyst","Not Specified","Not Specified",117,Corporate
"MongoDB Data Engineer II",3.8,Chattanooga,1945,"Nonprofit Organization","Insurance Carriers",Insurance,0,0,77000.00,136000.00,106500.00,"BlueCross BlueShield of Tennessee",Tennessee,76,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,"Data Engineer","Not Specified","Not Specified",118,Nonprofit
"Senior Data Scientist",3.5,Fremont,1870,"Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals",0,0,115000.00,180000.00,147500.00,Sartorius,California,151,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Data Scientist",Senior,Masters,119,Corporate
"Senior Data Scientist Statistics",3.8,Richland,1965,Government,Energy,"Oil, Gas, Energy & Utilities",0,0,74000.00,123000.00,98500.00,PNNL,Washington,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Data Scientist",Senior,PhD,120,Government
"Data Analyst",4.0,Meridian,1984,"Company - Private","Computer Hardware & Software","Information Technology",0,0,34000.00,64000.00,49000.00,"DRB Systems",Idaho,37,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,"Data Analyst","Not Specified","Not Specified",121,Corporate
"System and Data Analyst",3.7,"Cherry Hill",1996,"Company - Private","Enterprise Software & Network Solutions","Information Technology",0,0,42000.00,76000.00,59000.00,Corcentric,"New Jersey",25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Data Analyst","Not Specified",Masters,122,Corporate
"Data Scientist",3.5,Indianapolis,2019,"Company - Private","IT Services","Information Technology",0,0,66000.00,111000.00,88500.00,U.Group,Indiana,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Data Scientist","Not Specified",Masters,123,Corporate
"Data & Analytics Consultant (NYC)",4.7,"New York",1992,"Company - Private",Consulting,"Business Services",0,0,91000.00,138000.00,114500.00,"Systems Evolution Inc.","New York",29,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,"Data Analyst","Not Specified",Masters,124,Corporate
"Senior Data Analyst",4.8,Clearwater,2010,"Company - Private","Security Services","Business Services",0,0,44000.00,78000.00,61000.00,KnowBe4,Florida,11,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"Data Analyst",Senior,Masters,125,Corporate
"Senior Spark Engineer (Data Science)",4.4,Indianapolis,2008,"Company - Private",Consulting,"Business Services",0,0,65000.00,148000.00,106500.00,"KSM Consulting",Indiana,13,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,"Data Scientist",Senior,"Not Specified",126,Corporate
"Analytics Consultant",4.4,Indianapolis,2015,"Company - Private","Enterprise Software & Network Solutions","Information Technology",0,0,52000.00,81000.00,66500.00,SpringML,Indiana,6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Data Analyst","Not Specified","Not Specified",127,Corporate
"Data Engineer",3.9,Cambridge,2005,"Company - Private",Internet,"Information Technology",0,0,59000.00,110000.00,84500.00,"Cogo Labs",Massachusetts,16,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Data Engineer","Not Specified","Not Specified",128,Corporate
"BI & Platform Analytics Manager",3.4,Ewing,1846,"Company - Public","Consumer Products Manufacturing",Manufacturing,0,0,85000.00,134000.00,109500.00,"Church & Dwight","New Jersey",175,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,"Data Scientist","Not Specified",Masters,129,Corporate
"Director, Data Science",3.6,"Lake Forest",1927,"Company - Public",Wholesale,"Business Services",0,0,139000.00,220000.00,179500.00,Grainger,Illinois,94,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,"Data Scientist","Not Specified",Masters,130,Corporate
"Lead Data Scientist",3.6,Boston,1851,"Company - Private","Insurance Carriers",Insurance,0,0,124000.00,204000.00,164000.00,MassMutual,Massachusetts,170,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,"Data Scientist",Senior,PhD,131,Corporate
"Data Engineer",4.4,Nashville,2006,"Company - Public",Internet,"Information Technology",0,0,62000.00,114000.00,88000.00,Eventbrite,Tennessee,15,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,"Data Engineer","Not Specified","Not Specified",132,Corporate
Scientist,2.7,"Maryland Heights",1978,"Subsidiary or Business Segment","Research & Development","Business Services",0,0,50000.00,102000.00,76000.00,"EAG Laboratories",Missouri,43,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Other Scientist","Not Specified",PhD,133,Corporate
"Sr. Data Scientist - Analytics, Personalized Healthcare (PHC)",3.9,"South San Francisco",1976,"Subsidiary or Business Segment","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals",0,0,131000.00,207000.00,169000.00,Genentech,California,45,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,"Data Scientist",Senior,PhD,134,Corporate
"Data Scientist SR",3.9,Charlottesville,2010,"Company - Private","IT Services","Information Technology",0,0,85000.00,139000.00,112000.00,"The Buffalo Group",Virginia,11,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"Data Scientist",Senior,Masters,135,Corporate
"Big Data Engineer - Chicago - Future Opportunity",4.1,Chicago,2001,"Company - Private",Internet,"Information Technology",0,0,71000.00,129000.00,100000.00,Centro,Illinois,20,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,"Data Engineer","Not Specified","Not Specified",136,Corporate
"Senior Data Scientist",3.8,Cupertino,1996,"Company - Public","Telecommunications Services",Telecommunications,0,0,110000.00,174000.00,142000.00,"Juniper Networks",California,25,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,"Data Scientist",Senior,PhD,137,Corporate
"Data Scientist",3.1,Pittsburgh,1860,"Company - Private",Mining,"Mining & Metals",0,0,74000.00,122000.00,98000.00,Carmeuse,Pennsylvania,161,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Data Scientist","Not Specified",Masters,138,Corporate
"Data Scientist",2.5,Portland,1999,"Company - Public","Advertising & Marketing","Business Services",0,0,74000.00,119000.00,96500.00,comScore,Oregon,22,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Data Scientist","Not Specified","Not Specified",139,Corporate
"Pricipal Scientist Molecular and cellular biologist",3.7,Boston,1781,"Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals",0,0,52000.00,101000.00,76500.00,"Takeda Pharmaceuticals",Massachusetts,240,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Other Scientist","Not Specified",PhD,140,Corporate
"R&D Sr Data Scientist",4.0,Vancouver,1939,"Company - Public","Computer Hardware & Software","Information Technology",0,0,99000.00,157000.00,128000.00,"HP Inc.",Washington,82,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,"Data Scientist",Senior,Masters,141,Corporate
"Data Scientist (Actuary, FSA or ASA)",3.8,Frederick,1981,"Company - Private","Insurance Carriers",Insurance,0,0,81000.00,133000.00,107000.00,"Legal & General America",Maryland,40,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,"Data Scientist","Not Specified",Masters,142,Corporate
"Survey Data Analyst",4.2,Minneapolis,1992,"Company - Private",Consulting,"Business Services",0,0,55000.00,97000.00,76000.00,SullivanCotter,Minnesota,29,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"Data Analyst","Not Specified","Not Specified",143,Corporate
"Staff Data Scientist",3.5,"San Jose",1970,"Company - Public","Computer Hardware & Software","Information Technology",0,0,132000.00,211000.00,171500.00,"Western Digital",California,51,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,"Data Scientist","Not Specified",Masters,144,Corporate
"Customer Data Scientist/Sales Engineer (Bay",4.3,"Mountain View",2011,"Company - Private","Enterprise Software & Network Solutions","Information Technology",0,0,79000.00,222000.00,150500.00,h2o.ai,California,10,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,"Data Scientist","Not Specified",PhD,145,Corporate
"Data Scientist",3.9,"Port Washington",1966,"Company - Private","Research & Development","Business Services",0,0,15000.00,16000.00,15500.00,NPD,"New York",55,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Data Scientist","Not Specified","Not Specified",146,Corporate
"Data Engineer 5 - Contract (Remote)",4.2,Riverton,NULL,"Nonprofit Organization","Religious Organizations",Non-Profit,0,0,74000.00,140000.00,107000.00,"The Church of Jesus Christ of Latter-day Saints",Utah,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Data Engineer","Not Specified",Masters,147,Nonprofit
"Senior Scientist - Neuroscience",3.5,Marlborough,2010,"Company - Private","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals",0,0,100000.00,190000.00,145000.00,Sunovion,Massachusetts,11,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Other Scientist",Senior,PhD,148,Corporate
"Research Scientist",1.9,Cambridge,2000,"Company - Private","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals",0,0,57000.00,118000.00,87500.00,"GNS Healthcare",Massachusetts,21,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Other Scientist","Not Specified",Masters,149,Corporate
"Data Scientist",4.3,Austin,2010,"Company - Private","Advertising & Marketing","Business Services",0,0,61000.00,106000.00,83500.00,"Bakery Agency",Texas,11,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,"Data Scientist","Not Specified","Not Specified",150,Corporate
"Senior Data Analyst",2.9,Herndon,1993,"Nonprofit Organization","Colleges & Universities",Education,0,0,43000.00,80000.00,61500.00,"National Student Clearinghouse",Virginia,28,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,"Data Analyst",Senior,Masters,151,Nonprofit
"Data Scientist",3.3,Chantilly,2017,"Company - Private","Aerospace & Defense","Aerospace & Defense",0,0,83000.00,137000.00,110000.00,Peraton,Virginia,4,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,"Data Scientist","Not Specified","Not Specified",152,Corporate
"Data Scientist",3.9,"South San Francisco",1976,"Subsidiary or Business Segment","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals",0,0,127000.00,199000.00,163000.00,Genentech,California,45,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,"Data Scientist","Not Specified",Masters,153,Corporate
"Medical Lab Scientist",3.6,"West Reading",2017,"Nonprofit Organization","Health Care Services & Hospitals","Health Care",1,0,35000.00,49000.00,42000.00,"Tower Health",Pennsylvania,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Other Scientist","Not Specified","Not Specified",154,Nonprofit
"Data Scientist",4.4,"San Jose",1995,"Company - Private","IT Services","Information Technology",0,0,86000.00,141000.00,113500.00,Pactera,California,26,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Data Scientist","Not Specified","Not Specified",155,Corporate
"Risk and Analytics IT, Data Scientist",2.7,Madison,1951,Government,"Investment Banking & Asset Management",Finance,0,0,91000.00,149000.00,120000.00,"State of Wisconsin Investment Board",Wisconsin,70,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,"Data Scientist","Not Specified","Not Specified",156,Government
"Lead Health Data Analyst - Front End",3.4,Providence,1939,"Nonprofit Organization","Insurance Carriers",Insurance,0,0,74000.00,126000.00,100000.00,"Blue Cross & Blue Shield of Rhode Island","Rhode Island",82,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,"Data Analyst",Senior,"Not Specified",157,Nonprofit
"Data Scientist",3.9,"San Francisco",2016,"Company - Private","Health Care Services & Hospitals","Health Care",0,0,94000.00,154000.00,124000.00,Nurx,California,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Data Scientist","Not Specified","Not Specified",158,Corporate
"Scientist, Analytical Development",4.4,Cambridge,2013,"Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals",0,0,42000.00,82000.00,62000.00,"Rubius Therapeutics",Massachusetts,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Other Scientist","Not Specified",PhD,159,Corporate
"Research Scientist",3.8,Omaha,1917,"Nonprofit Organization","Social Assistance",Non-Profit,0,0,33000.00,72000.00,52500.00,"Boys Town",Nebraska,104,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Other Scientist","Not Specified",PhD,160,Nonprofit
"Senior Data Scientist",4.0,"San Francisco",1982,"Company - Public","Computer Hardware & Software","Information Technology",0,0,116000.00,185000.00,150500.00,Autodesk,California,39,1,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,"Data Scientist",Senior,PhD,161,Corporate
"Jr. Business Data Analyst",4.7,Harrisburg,1997,"Company - Private","Advertising & Marketing","Business Services",0,0,37000.00,76000.00,56500.00,webfx.com,Pennsylvania,24,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,"Data Analyst",Junior,"Not Specified",162,Corporate
"Analytics Manager",4.3,Dearborn,1967,"Company - Private","Advertising & Marketing","Business Services",0,0,59000.00,116000.00,87500.00,OneMagnify,Michigan,54,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,"Data Scientist","Not Specified","Not Specified",163,Corporate
"Data Engineer",4.2,"Winter Park",2006,"Company - Public","Advertising & Marketing","Business Services",0,0,48000.00,95000.00,71500.00,IZEA,Florida,15,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,"Data Engineer","Not Specified","Not Specified",164,Corporate
"Data Scientist",4.5,Laurel,1942,"Nonprofit Organization","Aerospace & Defense","Aerospace & Defense",0,0,100000.00,160000.00,130000.00,"Johns Hopkins University Applied Physics Laboratory",Maryland,79,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Data Scientist","Not Specified","Not Specified",165,Nonprofit
"Digital Marketing & ECommerce Data Analyst",3.6,"San Rafael",2006,"Subsidiary or Business Segment","Department, Clothing, & Shoe Stores",Retail,0,0,31000.00,72000.00,51500.00,"Vionic Group",California,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,"Data Analyst","Not Specified","Not Specified",166,Corporate
"Junior Data Analyst",3.3,Washington,1883,"Nonprofit Organization","Health Care Services & Hospitals","Health Care",0,0,37000.00,63000.00,50000.00,"The HSC Health Care System","District of Columbia",138,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,"Data Analyst",Junior,Masters,167,Nonprofit
"Data Analyst",4.3,Chicago,2008,"Company - Private","Computer Hardware & Software","Information Technology",0,0,55000.00,100000.00,77500.00,"Productive Edge",Illinois,13,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"Data Analyst","Not Specified","Not Specified",168,Corporate
"Data Engineer",4.0,Arlington,2002,"Company - Private",Consulting,"Business Services",0,0,60000.00,114000.00,87000.00,"Excella Consulting",Virginia,19,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"Data Engineer","Not Specified","Not Specified",169,Corporate
"Sr. Scientist - Digital & Image Analysis/Computational Pathology",3.7,"San Diego",1781,"Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals",0,0,105000.00,198000.00,151500.00,"Takeda Pharmaceuticals",California,240,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Other Scientist",Senior,Masters,170,Corporate
"Data Analyst",4.4,Tacoma,1948,"Company - Private",Wholesale,"Business Services",0,0,39000.00,68000.00,53500.00,Gensco,Washington,73,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Data Analyst","Not Specified","Not Specified",171,Corporate
"sql_ Data Engineer",3.4,Austin,2006,"Company - Private",Consulting,"Business Services",0,0,67000.00,119000.00,93000.00,"Pro-Sphere Tek",Texas,15,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,"Data Engineer","Not Specified",Masters,172,Corporate
"Senior Data Analyst",2.8,Hamilton,2014,"Company - Private","IT Services","Information Technology",0,0,55000.00,100000.00,77500.00,"Dodge Data & Analytics","New Jersey",7,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,"Data Analyst",Senior,"Not Specified",173,Corporate
"Data Scientist",4.2,Miami,2008,"Company - Private","Enterprise Software & Network Solutions","Information Technology",0,0,64000.00,107000.00,85500.00,goTRG,Florida,13,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,"Data Scientist","Not Specified","Not Specified",174,Corporate
"Data Scientist",3.0,Cincinnati,1887,"Company - Private","Insurance Agencies & Brokerages",Insurance,0,0,72000.00,117000.00,94500.00,"Ameritas Life Insurance Corp",Ohio,134,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"Data Scientist","Not Specified","Not Specified",175,Corporate
"Principal Scientist - Immunologist",3.7,Boston,1781,"Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals",0,0,98000.00,182000.00,140000.00,"Takeda Pharmaceuticals",Massachusetts,240,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Other Scientist",Senior,Masters,176,Corporate
"Data Management Specialist",4.5,Huntsville,1996,"Company - Private","IT Services","Information Technology",0,0,31000.00,65000.00,48000.00,"NMR Consulting",Alabama,25,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,"Not Specified","Not Specified","Not Specified",177,Corporate
"Data Scientist",3.7,Raleigh,2004,"Company - Public","Insurance Carriers",Insurance,0,0,78000.00,126000.00,102000.00,Genworth,"North Carolina",17,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,"Data Scientist","Not Specified",Masters,178,Corporate
"Senior Data Scientist",3.3,Woodbridge,1982,"Company - Private","Insurance Carriers",Insurance,0,0,73000.00,124000.00,98500.00,"Plymouth Rock Assurance","New Jersey",39,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,"Data Scientist",Senior,Masters,179,Corporate
"E-Commerce Data Analyst",3.5,"New Orleans",1999,"Company - Private","Enterprise Software & Network Solutions","Information Technology",0,0,34000.00,62000.00,48000.00,iSeatz,Louisiana,22,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"Data Analyst","Not Specified","Not Specified",180,Corporate
"Sr. Data Scientist, Cyber-Security LT Contract",3.2,Phila,NULL,"Company - Private","Staffing & Outsourcing","Business Services",0,0,116000.00,194000.00,155000.00,"Numeric, LLC",Pennsylvania,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,"Data Scientist",Senior,Masters,181,Corporate
"Sr. Scientist II",3.5,"San Francisco",1990,"Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals",0,0,117000.00,231000.00,174000.00,"Nektar Therapeutics",California,31,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Other Scientist",Senior,Masters,182,Corporate
"Principal Data Scientist with over 10 years experience",0.0,"San Francisco",2017,"Company - Private","IT Services","Information Technology",0,1,200000.00,250000.00,225000.00,"CA-One Tech Clou",California,4,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,"Data Scientist",Senior,"Not Specified",183,Corporate
"Data Scientist",3.9,Oakland,2000,"Company - Private","Insurance Carriers",Insurance,0,0,83000.00,133000.00,108000.00,"Trace Data",California,21,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,"Data Scientist","Not Specified",Masters,184,Corporate
"Insurance Data Scientist",3.9,Atlanta,1968,"Company - Public","Financial Analytics & Research",Finance,0,0,64000.00,106000.00,85000.00,TransUnion,Georgia,53,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"Data Scientist","Not Specified","Not Specified",185,Corporate
"Data Modeler",4.7,Landover,2003,"Company - Private","IT Services","Information Technology",0,0,79000.00,134000.00,106500.00,"IT Concepts",Maryland,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Data Modeler","Not Specified","Not Specified",186,Corporate
"Insurance Financial Data Analyst",4.2,Boise,2004,"Company - Private","Investment Banking & Asset Management",Finance,0,0,45000.00,82000.00,63500.00,"Clearwater Analytics",Idaho,17,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"Data Analyst","Not Specified","Not Specified",187,Corporate
"Data Analyst / Scientist",4.2,"Patuxent River",1988,"Company - Private","IT Services","Information Technology",0,0,52000.00,93000.00,72500.00,"Scientific Research Corporation",Maryland,33,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Data Analyst","Not Specified","Not Specified",188,Corporate
"Data Scientist",4.0,"San Francisco",NULL,"Company - Private","IT Services","Information Technology",0,0,83000.00,135000.00,109000.00,"Tekvalley, Corp.",California,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,"Data Scientist","Not Specified","Not Specified",189,Corporate
Scientist,3.4,Suitland,1996,"Subsidiary or Business Segment","IT Services","Information Technology",0,0,55000.00,116000.00,85500.00,"General Dynamics Information Technology",Maryland,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Other Scientist","Not Specified",Masters,190,Corporate
"Data Scientist",3.2,McLean,1958,"Nonprofit Organization","Federal Agencies",Government,0,0,72000.00,123000.00,97500.00,MITRE,Virginia,63,1,0,0,1,1,1,0,0,0,0,0,1,1,0,1,0,"Data Scientist","Not Specified","Not Specified",191,Nonprofit
